time_step;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44
0;7.583026115091964;29.420615469337147;52.51195225378723;35.045954071870284;45.86573398083675;34.423687957636034;51.35953772248353;21.654370951271375;16.432076658979955;36.40583547392156;51.34191134323195;39.559339085412525;37.953832368189246;27.963842334024815;47.91156731692784;38.9629600240159;27.831565126617825;33.430698441048214;59.92674689606917;29.873489358252552;17.371135472818306;38.265882732388604;23.765514270504763;46.17548593410332;48.75474850780636;21.00735578139952;40.42033625408612;43.628859826767744;31.93947661889571;39.15097167151175;45.346252750366354;24.61217506602309;40.418459812673206;37.30604236191038;21.798430403822973;21.800332868236854;16.015302323777565;38.54233443680419;38.95036336422582;46.36286485170566;31.279189608355768;35.2834366884524;37.28759243747054;51.199775399810676;32.89596861826074
1;7.36047173360181;28.612117531602216;49.48161019130271;29.052513629150656;46.21645575198696;31.727212290977757;46.247709238624665;20.632654772451293;15.283813046360379;35.71261655781374;45.78505979349531;34.552847322430424;36.438405033937805;27.77324307968671;44.410114137753645;32.119023710973195;25.95257138884669;31.980685921511498;52.161068685025946;28.531458806856385;16.658955870376854;34.40418103685421;22.515762575114458;42.359680928501945;41.81497726832729;18.69021406817709;38.09171127200388;40.95288883639181;30.06527848505167;39.44602537068323;41.892843937384086;25.913210339749387;40.61625202854901;33.93651500186341;21.384018616407943;19.280898810886026;16.41196931180765;35.28140576650864;35.674507612596244;43.64060604876514;31.636088937114152;30.87074690501477;37.783678460689416;47.040994926260495;32.4946938470009
2;6.896921086048496;27.04559466789962;45.34040802331941;26.748846485021815;42.04661445440813;29.43777958706521;44.321603402408414;20.59743133679744;13.973602732952168;33.701603418792985;42.500803770820795;30.545682310291124;34.950124598884514;25.19478372968077;42.13681949137531;29.73481627273964;24.987277461966702;29.47577908892512;49.287562056731716;27.10665740510744;15.585588159950436;31.338096229461605;20.44929999999275;38.12593238614619;40.69590035750413;18.309591538809606;33.77331026466914;40.05888389437451;26.810787418804082;36.099270636031875;37.96693402422343;22.566169780861742;35.569099465923514;33.409067791225986;20.631602721659963;17.9783851974159;13.691068136583068;32.52996819619181;32.231998538883815;38.47603109399914;27.3728605071436;27.04956013184218;35.34584003235444;45.84980342353808;31.03137760122413
3;6.343184297849349;24.25315892719542;41.854511241591325;25.48080752979674;40.023083060184916;29.32852258138593;40.18619392261525;20.585267961610022;12.721707571029489;34.10515603063784;41.64914598838504;30.30631198481619;31.144446721482034;22.18698754301359;39.63789674208862;28.273606560446574;23.024862511909248;30.32935510641868;47.73204558485508;26.837612107078524;15.781926827641927;30.215930860526896;20.437071872028685;35.07737604078922;37.21609553807446;17.461577052705152;30.055183534932482;37.99128207732833;27.543229480232;32.991785908221836;35.60649371997262;22.27427806734511;32.69263338426665;32.250347786777745;19.454754769531732;17.443129764213314;12.268386037038656;29.808878958335345;30.81967267410153;36.764460825673396;23.48123639313654;24.02619518347633;33.68097548872258;40.77091449670758;29.376526200387705
4;6.109939027566912;23.81076545615787;40.73255551436355;23.039643210773715;37.47889575993364;27.020228682770774;38.43740700132195;20.6335672811453;12.050040621917214;33.018019648572036;41.01962261392558;30.332841934233336;30.39883750519849;21.604706387366793;39.1338293607155;26.352413591598783;21.33231655937586;28.021902474731146;43.260753178835074;26.32133091573745;15.582336577385522;30.012241221545416;19.166563200591522;34.49423816556485;33.46858150147955;15.375862085155845;29.562815536269476;37.23265038365775;26.499792431379028;31.53590227620427;34.041090791028026;21.988820544181547;31.679464122471707;32.11097714144205;18.54927548913085;16.71344858352036;11.385886492923445;29.30554980996677;27.809026824826443;35.08304451774362;23.566165011271615;23.74663709310031;33.28871432126477;38.590837660880965;27.92530606084704
5;5.534866608298028;23.09243065575417;38.107287229214684;22.957108620389903;37.072029641496854;26.01239696735623;39.05823075199716;21.691844064408006;11.438398013078494;31.847928832203053;41.55505429095759;30.46135431400116;29.464891588703836;21.617415436658057;39.24417532835968;26.094734833254147;19.941990998152033;27.181805166548912;42.53524997572322;26.129451990090967;15.984714146951779;29.399119990393224;19.28635611316469;34.237249602232424;32.24683267141168;16.092917353953162;30.21990526161593;39.87247076525924;25.914967027377912;32.38462448955674;33.2180493503776;20.367953766586446;33.26571231082205;29.57385955809736;17.763413564469545;16.46545461078799;11.986401155595885;29.31022608175699;24.7461932268851;32.75669723388811;25.15294887905975;24.9018865205948;31.467061214198207;38.27743274691498;29.988124513117903
6;5.336831752142511;24.34444494370169;36.951368772457755;24.27082668335309;37.71202816020843;25.745725223804115;38.11975647138352;20.922426099390094;11.367455584847509;31.83029133724021;42.817267597595716;30.396558443084775;30.79336989307906;21.225366754867057;39.53777403990846;27.41920133667136;19.658567735037575;27.81016295273248;43.36290689831984;25.512385502028938;14.832527929915404;29.057988352502207;19.908640735173297;35.740329370203796;33.216447842855565;16.296776949788867;30.005147164817025;38.4797040606787;25.43195580348493;33.82297369329478;33.41397483538475;19.703661264902575;31.62833274786305;26.584625130889357;18.267612972755266;16.894427621303628;12.166116148052147;28.779990278871086;25.39708410058608;32.69778697923366;25.097288521947302;24.929447992756778;32.62908741435931;38.0902191732278;30.202847089891954
7;5.199027190038698;22.868904844962533;35.93408259851417;25.53981657675819;38.42076522682914;25.106048700384825;40.251941944117014;21.326904987301877;12.00045237511337;30.661315223263898;42.68909623079949;30.317444978671542;32.02525198815632;21.18288823776765;39.852244864733514;29.417022364017022;20.652279453861784;28.567591949493426;44.746566196535746;23.950296061882483;13.522269259970871;28.792709266671306;20.12265805679899;36.74073227582576;36.11227521244065;15.678208812877086;29.822105072499028;36.5080552080972;25.843162097681795;33.590798778594724;32.570504407259726;20.47516998232694;30.402756186509084;27.997269249061585;18.598188531160325;18.613729788574993;12.715765424525008;29.409434359609605;25.354991955418527;33.594398722304305;26.523136491759768;24.874293843670657;31.843162752270633;41.437900345760504;31.630378276057332
8;5.329019772467938;18.956188130135445;35.05517784432006;24.341474597654692;38.35548448005681;24.05710584089423;36.056436256359106;22.188217358948616;11.810987345421472;31.200006700742573;42.868449887002264;27.858613894981172;30.510259855907357;20.18145851623167;37.690650552624305;27.726253330213442;20.283080546280395;25.982895623121966;40.68062232010582;20.27699134068379;12.001612288002443;28.321279128414982;18.954700279202296;35.224113736905586;34.2367001405775;13.440369745794738;28.949786957474462;33.69684402571894;25.622744516867574;29.270325554833555;29.959049578072268;19.877154988647465;28.919263522396832;26.19166555046006;18.43335189425663;15.792869528031824;11.912325661048602;27.66288673264367;25.330120332868233;33.01852984451437;26.48547084553351;23.392504827771493;29.855174820538753;37.37475022882536;28.317168558565076
9;5.212738739670064;18.103716232539245;33.839597711964124;24.406899023537335;36.286654099950425;23.940753803031157;34.133800467555616;21.005197394025398;11.125095931423028;30.779424758820888;40.93818232504336;27.14966669823055;27.422506237331785;19.88065859085954;37.53046307369543;28.196568202881565;19.02765934764626;24.219909390292422;38.41100669712992;19.39385907526915;11.509884848912739;28.247633529604155;15.685904149906339;33.864837919948286;35.145058222088096;12.915235240000195;25.762038525775594;31.31132006737841;26.223047566510783;27.97127360087676;28.802181251016666;18.700587734899063;27.424126477206478;25.469876351045972;17.89669352688667;14.289285975643114;11.47404875133862;26.092977365309984;23.401557191710236;31.66270945257208;24.25938367992852;22.672708966298124;28.35221636805421;35.742501015443494;25.438604876904673
