time_step;hpk11;mv_f0_lv_oakgrove_oxenford;mv_f0_lv_chatswood_fleet;mv_f0_lv_greenview_snowdonia;mv_f0_lv_kershaw_ormond;mv_f0_lv_malabar_byron;mv_f0_lv_chisholm_kershaw;mv_f0_lv_p12_school_ormond;mv_f0_lv_ormond_school;mv_f0_lv_baringa_park_caspian;mv_f0_lv_tuileries_provence;mv_f0_lv_hallam_edeys;mv_f0_lv_ormond_strathaird;mv_f0_lv_sherwood_fleet;mv_f0_lv_golden_cherrywood;mv_f0_lv_edeys_pioneer;mv_f0_lv_community_harrington;mv_f0_lv_springfld_katherine;mv_f0_lv_meredith_harvey;mv_f0_lv_springfield_janet;mv_f0_lv_springfield_huntngtn;mv_f0_lv_raleigh_lowden;mv_f0_lv_leopold_wendy;mv_f0_lv_norwegian_glasscocks;mv_f0_lv_von_nida_dulwich;mv_f0_lv_hallam_rd_retirement;mv_f0_lv_timms_strathaird;mv_f0_lv_coral_claud;mv_f0_lv_michelle_simon;mv_f0_lv_leopold_hazel;mv_f0_lv_nimbus_amber;mv_f0_lv_geraldine_pauline;mv_f0_lv_the_parkway_karkalla;mv_f0_lv_lesley_carmen;mv_f0_lv_viewside_neesan;mv_f0_lv_sallys_run_ormond;mv_f0_lv_lesley_amy;mv_f0_lv_toomah_strathard;mv_f0_lv_jessica_geraldine;mv_f0_lv_edeys_mollisons;mv_f0_lv_ormond_tangerine;mv_f0_lv_highmount_ormond;mv_f0_lv_parkway_redwood;mv_f0_lv_tangerine_norwegian;mv_f0_lv_hadley_chesterfield
14;3.5617836371884497;19.763823184589274;32.49529819944102;18.55263740512704;25.986129182767502;23.874912968714483;38.40524644382006;20.359327261696574;10.427192572551506;20.438301424110765;34.094905179885075;21.946551360093235;29.14550525637617;20.673083047092028;36.78114909595674;18.623538298742787;17.682497480294224;27.768307486404005;37.331514081399824;16.911868886240555;13.489114334619934;25.519987626727243;16.168446964317848;33.425114865725305;34.170960754391174;9.926143932559322;24.92046527264769;29.876192254992723;21.712004886966653;22.64472228083465;28.283420155501464;18.04710872471023;25.271022833890065;27.335870840550854;15.180226814164971;15.92593743912936;12.98125658354223;22.74067324745183;24.598627361406937;27.72547953349594;20.58578710700104;30.797237778803844;23.505558499074457;35.97944519205831;26.843472043646827
15;3.5425607607714156;20.05994577443726;33.296946662031324;19.10016157311443;25.98922079518129;23.961654978479167;40.40476955684294;20.319339724912123;10.969629087460488;21.645867784935405;32.16043513995977;22.77147989777246;27.954987933609015;21.185296084492943;36.94745579932504;20.06073474883477;18.92168566668056;30.01635596132734;32.40837014281614;18.13528490224117;10.934061155004285;27.156199884407574;15.262284030357174;29.58953251023197;33.48086033562294;9.74600584211771;24.798947176031756;33.03734115652826;21.241513285715243;22.07169743769807;30.660960195024;17.4097915046066;25.94538318971064;23.13041700462746;16.06693040260598;15.841713120407622;10.925358141274192;21.989109368030796;25.394993939984644;28.053435496268648;20.49218515012136;28.98580387978687;23.35666108483152;36.09543816571315;23.075854617141633
16;3.9430313334924154;24.12169191477433;37.07595772731394;22.14001451936643;29.94956099689996;27.661249424310952;44.475506697482516;20.147282823863712;11.206458781147461;27.354947658066532;37.23659348297953;25.762113496633265;30.864764088280687;23.926583508276074;38.80831700273522;23.744804085557757;20.168685924079362;32.32437783550676;35.35635882700796;25.046576627113442;10.89759054014497;28.758376132151;18.61887039543017;35.78667707234909;38.65437278406822;9.913280663617465;24.45331555112748;37.781011635798315;25.95034133215492;24.05459711396905;32.36962534858486;17.252654635664168;28.45069079434252;26.343746000680397;18.422799051995018;16.944471671713472;10.250526297533314;26.272047250389008;25.211694382465094;29.937374492980044;20.451642290800713;29.672298507900468;29.58698525996315;42.84009818080497;24.77090640908791
17;4.027441994049401;22.402193697508686;38.03452586749441;22.212963622092094;32.28548202691198;27.734647499443117;42.0430448493844;20.5898546319575;10.992367821449601;28.52432329877877;38.99829072820415;25.033432305948324;32.67642169436944;23.72058674649085;39.95558148832002;24.019739608802073;22.2334347611795;31.32254787512912;34.89516337154041;24.656386986195425;11.243486074217858;27.276613198585665;18.084002380797163;37.260082059560126;37.63133650785034;10.661749616470875;28.121932056669007;41.85753528653162;24.27164309155828;24.934163012343934;33.91581837953419;20.476408276522523;31.830246132497532;26.16678141987581;15.902295116921422;16.152759110571957;9.208107703802943;28.25062316209166;24.3726579471543;28.642628783535812;22.79345927872972;32.00442084189755;31.786921457187805;42.99228007703808;28.008641955869223
18;4.480726398294847;23.733611733004196;42.580252815423336;25.649562868035648;34.23688064961984;29.739498379165752;47.139643775902634;20.346030725726667;12.35681871941897;28.31477440515396;40.23269782006575;28.98519017254053;36.37000436386828;24.393211357738494;42.53997795568385;25.309207746498192;26.234079279178392;32.764546551388335;39.6906865888233;27.509060082697225;14.97480327201551;30.978817654404484;21.493417819797422;44.53364808995598;41.46089562233217;11.322738746081889;29.79729729409551;42.714474617404775;24.714723887735985;27.624019732378592;38.50088427356787;25.611028776656124;35.293039681503124;29.514960695838333;14.330067867010627;16.6030872998954;8.40387276205694;30.662735945490923;33.06671019219559;37.324824667381556;25.125510029103992;36.202533409620024;34.30348586821541;51.49455594729726;27.388718963924507
19;4.736179931098899;27.171302370122884;44.04922912738748;26.220809624438385;34.17855105226952;32.47358228458659;49.194842584925574;19.966651811569445;12.963846760344252;34.39309882902315;42.538110476667036;32.79827501786803;38.148262696839325;26.15776530310083;41.54830048398303;27.55828916071635;28.507223285911927;38.96317638453783;36.41696990221916;27.688343137785736;16.214385059260774;33.76900000125722;23.328191132065335;44.875929272763464;46.16368007692696;13.42705730746091;31.93083412325034;43.4816900587101;24.35921970903321;29.47602775527958;40.9174592658538;25.64758429910609;40.45003581254535;28.89454851327493;16.262333656350005;17.31748584898152;10.351077406858238;30.063999032350548;37.121979556513075;38.70270764762137;27.61990421617974;38.270975171998074;34.38331944537841;53.94763250047701;27.784544213205425
20;5.173980661774771;29.73384737549447;49.253707321591236;28.963952953846405;39.38591235466363;33.7557600584207;54.897203735196655;19.70185686437193;14.842027901286665;40.239441485741416;44.578884063536215;39.286100632230735;39.30196593812636;28.095725945253914;51.72419206039418;29.266448924403882;31.525490837815195;47.22667238309932;40.74998561088124;28.84643594204695;18.507549915789113;35.44408989095258;24.79608708930502;48.613100275734155;46.13454531308448;13.338219889692477;33.10942304980695;46.677485601889465;27.43846021133189;42.02359135943695;45.953117475235075;29.420375497571722;44.5781775176847;34.45328127238306;16.573676825472756;21.864323987722052;10.330702132170835;32.7647812431978;37.99045805837001;43.92810455415761;25.90362962068089;42.06908655817633;38.03246703834877;58.87577766502184;31.89845666557108
21;5.353169404000982;28.770840167752187;49.48459613020076;28.878103367632384;39.17473212494678;36.1031956055793;55.8858339399576;20.67109814688396;14.872232814160121;41.29343739247556;45.72293228126521;38.98398892306023;42.80597725842112;30.694403142651584;53.572927370545166;28.724510661772722;31.15007392276708;44.23532336466956;39.83503108051458;29.237444057488215;19.84882300123999;35.56496399605476;26.208766153976132;49.67278869965679;52.2524202963225;14.06929306768708;35.41122421720493;52.09361372230583;24.36306655447477;38.24888876748257;49.41000553147775;30.322233759613304;43.20550877478963;37.92384905534645;14.086330671247188;21.532433205520814;9.775283798122219;33.82801902986642;38.52890372894771;47.39182601216648;29.545583095031034;44.122026646545756;38.79173803125422;60.03683653348566;30.789577446863962
22;5.583420617345363;28.584213000934096;49.53471869322032;32.3452815652407;42.96351047106427;39.38111335799614;58.35293723589522;20.631502450050245;14.95485266063093;46.53745822114453;48.015478284748184;43.325176549634875;44.94672193693062;31.099167136590793;54.177839419107265;29.604087052338183;33.309856698588916;46.64565233669277;41.53248447760306;34.90061744669394;19.667442823217545;38.10016086549572;25.71870550877502;50.98889130071901;53.16059055570383;16.65410733294127;37.22065071628677;57.437863112434684;26.793310887361958;40.66503068707451;50.45260051102248;32.323939341516436;43.669921674273155;37.3230745180328;16.06406315909798;22.2117772785426;12.080434926555403;35.026320267533315;42.70589751837844;47.918633023008745;31.274403633462068;46.28363680873258;39.331953315156056;59.502368351995585;31.46420561143356
23;5.782050477777713;29.094841567777518;49.77105927946427;35.5893117290773;52.02549660966624;38.954607229174556;58.565041251268966;20.620943681170598;16.452442695945944;46.243748532468345;47.08489410623905;42.46567606205425;47.611808773696076;32.13713539245942;53.81079408088536;29.047806325287734;34.11134097860788;46.4317392577151;46.26937582058143;36.56580105642698;20.009148201435163;37.33941191236278;23.26410525960988;50.41997230214418;53.74995858639697;16.211836036547833;38.34397942206223;54.87463185441961;31.25485469044525;43.12782569731706;50.72089815129246;33.51213353058134;48.33876845799616;36.52159608479012;19.961841739489962;23.757409890920464;13.174080482711709;34.708275508684224;43.45923543752293;50.972984702758836;33.09074754706905;48.95148384881981;37.01209262538834;61.03559134431193;34.38631605874367
24;5.910202915860341;28.728569092233002;49.567080245947146;34.78836704657585;51.53693407395051;40.37844999512094;59.98707897737495;20.66660784151216;17.262877655811167;46.82838386721526;46.40169886020839;43.271683126249435;51.84325759182972;30.70657803518055;54.33864272391244;30.55219472389567;36.48751434219563;41.418892864804896;52.243177893773854;38.71759999589444;20.579050498503012;36.40714790151464;21.17997970540026;50.21003858640212;53.67450586631676;18.477564283605435;42.574921414899435;55.40534963645963;31.825049047294407;44.950333319327115;51.007805657027404;30.35233380550667;48.09586853712586;34.67281481478264;17.08235101269959;25.126712485830122;15.306512719272119;37.419862430756176;47.9727295497311;49.758965317684485;35.49036150360073;48.85308724543831;39.56406447013916;61.372976389124524;32.67799275256519
25;6.258402974337701;30.933667004444747;53.164961706976236;37.92275946888282;57.82480149476486;41.801948960149176;62.392373597884486;20.649864122186372;18.42107759537662;49.06050173543581;51.45105662627203;44.72660756971644;54.6070263510964;34.44576034572299;57.2113214559272;32.53060866672998;39.8494314432745;48.91772251232247;55.35865049620172;42.631297103878886;18.011721594857082;38.70529550473105;23.275479410980164;57.99940201802076;47.98089453440924;17.667671922318945;45.793986932036226;55.72492555166721;34.98283090475323;48.928986415090236;53.398343124599236;29.73141182908948;53.49654430692022;34.85257629024718;20.045598129161668;25.031403915600308;16.93600843374573;44.209706479224735;51.56270784961092;53.668202847061885;33.96361072689098;50.950867272163215;42.15369401681579;56.942666600640344;36.75958381356663
26;6.403007005985431;31.955671206921377;53.017900931586006;38.07508108062619;58.90119626031125;44.53981878051993;64.43142049646562;20.735888726928245;17.31250647716149;46.898099836178666;55.086735874423795;47.40009873025664;59.595754569152845;33.65782054005588;59.19860830237823;33.79221259317865;42.64725023552482;49.444067838243896;52.48495301223357;45.25983515042196;18.329316500277613;41.378183232724055;30.664532468600463;58.87062020201632;51.63291766616944;17.994315643807006;47.85980815131863;56.67039854075031;35.956683409896;48.36584788660645;50.69886051345996;31.17663831234726;52.16964626811754;35.928397539346165;19.20710745870605;24.291595258580998;17.425004430737946;45.66425474193901;47.82479075052894;55.398288684010765;36.63856147110526;52.14050076843393;45.6211016005941;58.7068450791576;36.428192417549674
27;6.952892773985638;35.94021472006091;59.05872223580489;39.374629698619046;62.6467395256362;46.442209561746864;69.30854496805848;20.81433133957997;18.12770794362702;46.812808176524925;58.81407714433367;54.84876327910766;64.40566701844406;35.476624180996474;62.576505168585626;33.91741531678558;46.77005212816642;49.36039812560333;61.717237759229825;52.17192817348405;20.390943155938075;46.74797862240765;33.28845894754583;64.53090275167233;59.536238414849564;18.123083099519498;51.96505763791824;60.6503622847368;34.71055321033998;47.67979409761311;56.285963474680045;32.05534848102559;53.02803452025552;41.71305099783508;19.80891344505269;26.9463844646533;18.03408326100429;51.55314385446387;54.01158804807695;59.190634644657955;39.76840619928573;59.9529761113481;49.877004764836634;69.00995172932691;39.16714051397804
28;7.397843110403316;35.81916869061818;64.24041390120443;45.23092291823856;66.02244926680659;52.996893570400076;78.81808430560653;21.080792756544504;18.940380415704144;50.482970624884;62.713087912194474;55.06890930394167;68.07230508508968;36.73286758934854;64.58932614564031;35.56034217944682;46.565037207939596;53.76237652218011;70.83369013875344;49.480201317112176;21.30505589137148;48.33971503693428;35.70224818522503;64.11037926646782;67.47039659244238;19.20887321363379;52.71067561987686;66.4112807607691;38.46345943327317;51.90336222109951;59.15861208826782;33.33574312678602;54.31790899960388;45.39855367665592;26.723903376648455;27.395333803667874;17.489835693717804;53.502980516825794;58.7135324756623;68.79204565321874;42.924439900404195;63.148763622339644;51.4572263508328;81.47751035475099;40.253525227433364
29;7.515526919848378;36.96012251466667;67.85786188753451;45.21585505367596;74.01492633733142;54.26418964907015;79.50486307716884;20.984775700205613;18.448650162710585;53.620864941051174;68.32217316723913;55.713594679287226;65.71485579581638;38.02339926961389;62.36745318719795;37.433959733056035;46.111615815424315;60.012671939656514;68.91328142288593;49.157393150885085;25.189683246876942;50.21864751892243;36.9729967822068;65.16745346227776;67.94789645235494;17.99284351830161;54.49406767978965;67.29027107745064;40.77017963931881;49.943532802497465;60.74634473042097;35.750163362290664;56.150728561817;42.42011555955483;30.555030962057838;29.84737572170055;19.743384192736805;53.560351156513576;57.209734948619804;71.92733408930071;44.2573219453124;64.88365353092982;52.36530091946139;80.6061278368645;42.92508529085549
30;7.709110576087603;38.382101877489625;70.22716109027624;46.30839047990223;74.60851302492294;55.97448663045546;80.08742054990958;20.43380407075104;19.747191679746283;54.87853755684304;69.80065970963349;56.28527307878597;67.62919746556882;38.806560305867485;62.442603344430026;39.56868381637148;46.601604570513736;60.17881120631793;66.11326613064674;49.15532501988576;27.470911064980015;52.81823022299549;34.786056444438444;64.48525843940452;70.53350093426175;17.574390760775753;59.7321510221818;70.00218380308684;40.79516289429378;50.916631032994495;64.65775074324075;35.6280381349174;57.70577402652276;41.02324047165787;31.675706126930812;30.13691036910744;18.44386121181297;55.573265726234396;61.157583896861844;75.06035130202466;45.457653612290706;66.78071632360698;51.741803609308676;77.17212200840754;46.4318409383456
31;7.9307697907966395;43.18236822903551;75.47993516695776;45.80224829983586;72.08455172184968;56.306173154212594;84.1673130869446;20.732653635077476;20.289498977983055;54.6643534868371;73.35493364719663;55.58530757997623;70.17683269252419;40.54663896366239;63.12731847380279;40.901553082025075;49.83866792279759;62.550922262221185;70.50067906065163;49.73362796871112;29.474620549043706;51.55989309444238;38.00071239077874;67.00075564738219;69.53203851156339;19.421514133857002;59.21064006231902;69.44764660257778;38.62787387786143;46.976793527668896;66.22967982853622;40.93744107321031;63.05168532760804;43.130640011068735;29.641590334362384;30.27523597361727;18.281853135236773;57.37735052642139;59.99588705392412;71.46606359618119;48.40575201291968;66.40999699119288;54.462822119351316;81.83300183288901;48.19446313649466
32;8.343729840923695;43.559045175395916;75.61952926494637;47.65945653538645;72.13241783865001;58.19241109447496;86.69034985380635;20.46186468329037;21.774720289390018;62.0854562975109;71.29260529974523;60.03847546380218;70.496014727488;44.57573040199802;63.1503851200675;44.204426665277715;51.95733371695618;64.76362341119996;74.13346330296677;52.29597766770814;30.03845337921589;57.535781239548776;40.65178038909092;71.18352452272025;71.03287565179134;21.60211859080213;62.74202541783982;75.37088950808747;45.93493008629686;56.05776517396842;67.72920131669062;41.26296944428677;64.00258887811829;44.469473349601465;33.056550067627114;34.07530226164843;19.169460313595728;60.12976846058974;66.78719386593897;73.32378821463891;50.643882645366546;72.7573452943712;55.80773674115929;84.96055459814644;48.409995232183675
33;8.728517618692086;41.90453546686234;80.41338841170561;50.06414049418429;77.67577813936347;59.118201345272844;89.5029354039841;20.53220425079711;24.56018341390557;67.42449127946273;76.85306178085298;66.73509238735804;71.58944593831798;46.154580401270024;64.84340429918069;49.25867131270034;54.890330483109814;63.767674590557945;79.06796628854586;56.81916741836549;31.941119947619022;61.82754271032221;39.867352136684524;80.56672319945214;71.76213785653046;23.15103887603722;65.7787253039944;77.28878564383793;47.50637757192688;61.139182505316306;71.43420806026843;41.970950593023446;67.62010797006548;44.6384607577203;32.84625908159941;34.889602373030165;17.34280803582512;61.370968481269784;75.4509033446874;78.52105918957648;52.63780642467722;77.74477897921463;57.60967659537092;87.0323483907612;50.070416166933626
