Bus,X,Y
mv_f0_n532,2838.851416,1604.180085
mv_f0_n533,3483.699394,1611.513702
mv_f0_n534,3505.576517,1714.661044
mv_f0_n535,3233.80173,1733.153828
mv_f0_n536,5494.651645,6678.738387
mv_f0_n537,3521.638799,4327.056635
mv_f0_n538,4221.20311,5026.940026
mv_f0_n539,3052.029874,1676.84433
mv_f0_n540,5096.240572,5544.128849
mv_f0_n541,7439.91813,4977.516815
mv_f0_n542,3216.554662,1685.094485
mv_f0_n543,4169.135765,4031.745132
mv_f0_n544,3508.747522,1714.449973
mv_f0_n545,6397.394618,6690.075604
mv_f0_n546,4215.37148,5077.903336
mv_f0_n547,3172.716114,1670.441264
mv_f0_n548,4662.770654,6235.269601
mv_f0_n549,3042.37988,2774.403718
mv_f0_n550,4723.981387,6333.780748
mv_f0_n551,7862.569632,5006.188293
mv_f0_n552,7556.901622,4969.829807
mv_f0_n553,2369.107394,438.820099
mv_f0_n554,1931.443623,477.488769
mv_f0_n555,5963.650004,2163.279431
mv_f0_n556,4364.406547,5463.361618
mv_f0_n557,5910.278987,1792.369273
mv_f0_n558,5373.779611,6274.96839
mv_f0_n559,3879.229833,2220.305344
mv_f0_n560,4617.996152,6120.719438
mv_f0_n561,6697.812205,5026.210246
mv_f0_n562,3823.859376,2166.639924
mv_f0_n563,7658.464311,4962.190709
mv_f0_n564,6101.477395,5065.091073
mv_f0_n565,4404.944397,5569.222843
mv_f0_n566,2956.117244,2358.845767
mv_f0_n567,7376.028974,4981.712833
mv_f0_n568,2937.149577,1845.164135
mv_f0_n569,5728.306106,5916.197918
mv_f0_n570,5613.558292,1983.62249
mv_f0_n571,3101.332839,2255.067223
mv_f0_n572,4440.906229,5667.72374
mv_f0_n573,6964.933159,5008.477667
mv_f0_n574,6383.949731,5045.746123
mv_f0_n575,5562.324428,6236.486981
mv_f0_n576,5636.091902,2187.029718
mv_f0_n577,4695.738729,6331.733357
mv_f0_n578,5372.446278,6274.96839
mv_f0_n579,5635.629328,2186.174925
mv_f0_n580,2348.040602,1580.585254
mv_f0_n581,4963.114747,2231.658503
mv_f0_n582,3482.699394,1611.85097
mv_f0_n583,4576.05329,6013.435892
mv_f0_n584,7106.277405,4999.305282
mv_f0_n585,3724.4969,1933.642231
mv_f0_n586,8392.393596,4015.904049
mv_f0_n587,4996.545144,5038.939485
mv_f0_n588,3061.101931,2154.779669
mv_f0_n589,4996.545144,5040.804578
mv_f0_n590,4479.557039,5766.611746
mv_f0_n591,3841.019702,2324.005081
mv_f0_n592,3841.019702,2323.988246
mv_f0_n593,5482.463524,5563.559839
mv_f0_n594,7284.742077,5455.763067
