time_step;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79
0;3.7125454365068262;44.90636048936258;14.01564649924273;44.90624177470874;25.13551896140643;34.39858736886926;2.1260668022242077;3.3680318713549164;32.32101664917838;30.31752424011404;3.686065179141328;35.07787563521927;21.400700376131944;13.666507657690637;21.354944662203266;33.68075082720216;12.632703604482915;3.694866167199478;13.165931901772876;5.613532261742335;26.924288004301673;1.8144468855821554;43.85110174700014;14.312519670787328;2.841862627842288;1042.7510623715962;43.3650527335282;1042.7504726515754;3.3566771147255774;30.679053661821275;33.76773167499605;92.20622006495904;29.20306988938736;25.02828612391474;17.35932559962223;883.8309661136669;58.82323137453933;21.152737634444044;3.2712809818427937;31.911329229002593;18.737890631854885;883.8314630870814;4.524249612744021;800.4121862330303;40.8042940848134;127.0496389291381;21.67089498358029;24.70147587031655;26.603303926957487;23.67234430462227;32.5648705893256;728.1310414261549;25.56459364219591;728.1304525016421;54.53663475489823;30.952859341659263;44.74094437591875;218.9898933769964;3.2318870233521944;217.64334398908613;24.74541944876279;86.36649144355;26.895915777106932;108.82188634686996;30.919985834347724;31.086072326956693;35.146532586903575;544.1105017533582;31.464169564822438;23.97223857805192;29.712692679793566;527.2213861105679;18.851815587525877;210.8883191170493;16.49373063762516;25.107398264160004;12.060098004823978;67.54054746422337;65.44548159097037;30.928252652203675
1;3.4494581920773126;35.73606065626781;14.184136291395582;35.73594147211168;23.599173746760762;33.388306730966406;2.1389483742418074;3.2721402721309545;29.782900298450183;26.829264368437798;3.607489948100827;34.08892621954032;17.539947282095106;13.912689628772615;19.795061861085088;32.721835969767476;11.201662057353012;4.034386869863544;13.198496283633268;5.453713319054944;27.200309575561004;1.8178895336194596;26.919977487789193;14.257200451008654;2.3464924210101814;969.7298712368002;42.7400980909281;969.7292798836013;3.1308614203887144;29.684836096840694;32.304159496790334;85.44966495487192;26.24268411904978;23.569188750032446;17.92311803262383;820.1496409054332;49.69093042271785;19.567305796867956;3.3909574683351797;30.109205039247023;18.272906677923643;820.1501332311728;4.276529756314352;790.1656217638133;39.79019988186498;125.42320024653728;19.616399172738447;21.64554269910919;26.600490705122986;23.15688243014459;32.37591714815822;714.9069083338262;25.172360724080615;714.9063173992124;56.181154357150184;30.12720054580869;40.198321360368645;214.3789704937474;3.3877031164700826;211.0924398449529;21.22462748427023;83.76692644699118;26.2421102087862;105.54643463413456;28.0070771385894;27.507137012528503;33.825611698049684;527.7332450782906;30.019516739881645;20.226092323884714;26.461223640969063;514.2487845672367;17.858639161926668;205.69927803786427;14.345161017139377;23.614501660047463;10.952546419798558;65.13667381297495;59.86769627296392;30.38830353876917
2;3.194058990458411;37.464639183760724;13.754731414435973;37.46451988747131;21.469177994226087;35.415131784021256;2.1404916509867906;3.4353679268830253;28.00337591086768;23.6192122034876;3.642076799893269;35.25959071447209;17.749320773820536;13.689084602140245;19.25402783983612;34.35411283657471;11.397673691797367;3.589690397730219;12.367624615669621;5.725759519217967;25.740234742912655;1.6821891505595072;34.7623493688839;12.628534000836671;2.2511891287010455;878.3406901354738;39.28404574731339;878.3400965299084;3.0040426297469733;26.119738162013817;29.539843477386217;76.5347295473052;25.3768869191049;21.395432394664756;16.575841422754102;729.8160467750112;45.99341962343309;18.445834649745795;3.2714498318004064;28.605996540175543;17.608225966423934;729.8165385443343;4.218116271833692;700.2571703568385;36.57747500448071;111.15201762803136;17.610452164970436;20.17031867885674;23.741590197867357;20.57813224473415;26.68857556765557;635.1953636672548;23.32053770770964;635.1947708900908;53.69166971569742;26.390571646196946;36.52409854296588;186.23874856608424;3.1816017861532555;183.65588061274133;19.564079426946854;72.87940315208367;24.342867442530334;91.828155556803;26.385293889908816;23.729485290637125;15.898310000609051;459.14185258844446;28.479282679194363;19.548406826168943;25.245766703201657;444.8245276460191;17.456230491933802;177.92957457636288;14.390007644926293;20.817195101477967;9.500601457805196;53.94940423713336;60.86379472216401;27.724587002379597
3;2.9869841588460204;23.039738153203658;13.205477058874857;31.522605956360305;20.125365499411075;21.068853848370853;2.1304002813493437;2.0720002546443337;25.467374305270233;22.25119826449191;3.6334080942868328;34.24646136286963;16.383218619322278;13.243761871513554;18.977242353663218;20.13350692208025;11.189736186718168;3.1499402735151545;9.848957838963088;3.3556587223920262;23.352701882288528;1.6747169759622382;31.89077783967989;6.659374797834938;2.4098216821470944;840.0330802461433;42.88117233696897;840.0324873878446;2.3619354697357893;24.654486170119537;27.75805034982341;73.45150913533666;22.79538856920752;19.905252410098235;15.570389089026643;702.4641258965107;44.931610769628456;18.479033686868704;3.2781935286351516;25.837965677918216;17.733055501675715;702.464620367666;3.9973083182153544;669.8398399009488;32.74991618305882;106.32387003582437;17.15280309293541;18.13613643273608;18.09827676567341;19.464538886079392;17.817791446817242;607.4368630150869;22.35899686823392;607.4362710265815;49.0534115935477;25.466472586674605;32.065222757451814;174.94660838708393;3.272204054287121;171.3236079901037;19.06378220431691;67.9856442784098;23.563239970535303;85.66201950397544;24.03341816817621;23.115229872899864;22.97600625126661;428.3111736001056;27.09579454775169;16.861409928021313;23.281535392325534;417.49059592722455;17.905738879872104;166.9960016190855;14.51060508254774;19.19840440666518;8.591484314378173;50.39792049603822;43.35584369863338;26.735512455736345
4;2.91032686629815;22.629715309800574;13.523863390409357;28.596920087761248;20.39821570753085;21.27560825142039;2.1392063524065956;2.07212833929732;24.326261015930907;20.246770023290903;3.564058715794223;33.87497801121948;15.938179682280706;12.864000732208941;20.818403782086126;18.322006127167075;12.607581657053208;3.1995395537422824;9.561281321110737;3.0537419700482666;23.027157581387637;1.924982737333388;26.55996118395893;5.05545910453698;2.222423468982776;796.2542612601885;41.83731615648873;796.2536664846607;1.9728764520002509;23.90837819143278;27.68258323739951;69.65410852606966;21.820527132816864;18.652686995448327;15.405367712494531;667.581127924441;43.37182603861773;19.454629908271194;3.2846799899100283;24.904583893441874;21.499085046218568;667.5816214154868;3.7172497488377303;647.695700075857;31.701171275778407;102.80892725183273;16.495435338597616;16.81010037720002;15.706540789143798;19.06895068169075;17.88691912045327;588.0458410541188;22.790447107796634;588.0452489966893;48.405549487022334;24.56170771210329;23.448516208919575;171.3964853952156;3.273928227626989;169.51200710742825;19.32629507844717;67.26675509459982;23.603095726006813;84.7562192023048;23.672868278687016;23.57235454081588;40.67784154296674;423.7821728022095;26.351600214920808;15.38889324798176;21.322062302605197;409.736151248923;17.469824613334364;163.89422359910307;7.9378897615699024;20.082163780481153;8.4642507661097;48.703168199964416;42.45546968825126;27.144799691334292
5;2.8697746626059657;21.418224169742377;13.954433126995735;24.665849397817485;19.275071031204778;19.719907955113612;2.2489958522460074;2.0722277330022614;24.156468184518275;19.776727705891876;4.311747189824073;34.57653455422915;15.054006174231786;13.4329974136512;20.784553932571338;18.24392105652251;11.186184327718378;3.20863248741136;9.076891437611215;3.04072780958032;22.048784735027727;1.8842325908611366;27.848166350205112;4.629043580712418;2.2846464411068594;827.4008137064916;42.91473137750887;827.4002210127628;3.0249726730538726;24.36203894616677;27.171163860947324;71.33143598380248;22.14849276137529;16.8956515439466;14.50791015415786;686.2070931689348;45.47243557911281;19.19804243973703;3.27152515810858;24.07429863206069;20.976853716113858;686.207587470885;3.3899315652799236;657.3043887282541;31.34121607114868;104.33411592179993;16.40385386275373;16.491578752877633;12.401133759246466;19.008534878752123;26.411614620159007;590.1042479104254;21.760687373494253;590.1036557344099;46.733838325870664;24.831799155683342;22.337702233774703;172.8115726829911;3.1759183186227515;169.58739410876862;18.940730582749126;67.29667056030874;23.36005056170759;84.79391267783578;23.19639591142982;23.217560665762804;34.556425477773594;423.9706400773853;25.475604231670168;15.399671570100365;23.10729347154505;413.4044372090388;16.10838235318725;165.3615380042957;6.956040156535368;21.084310663477556;8.453225220521793;49.36271519759751;39.47138865324608;27.28466778725327
6;2.900944833025401;18.56888459519083;14.411597690782935;27.37177514743187;18.555382091860743;17.240769468617515;2.1307625835980275;2.072193447636981;23.29947197652573;20.29786056776403;6.28756981357374;34.147084128881836;15.66047602617975;13.50566340739088;21.2940507195539;16.01189252981583;11.389749240939471;3.1398799728896094;9.802507772170866;2.6687231253014128;23.746820899656377;1.828765293053174;25.6920436755176;5.663160417666428;2.193828949433705;722.6372110818056;42.27166207071479;722.6366149221667;1.8679616649628323;24.812027793841505;26.689390682630272;61.42801594019643;21.002631916425855;16.38438163820039;15.46411269362804;583.0117093433394;46.68877839476581;19.111463362986918;3.284739955135817;25.168945285881826;21.76966117424149;583.0122015387925;3.324869851977065;559.5774478120943;31.889998252861307;88.82190318715436;15.896584176094661;16.219929669669988;12.030741257178866;16.1564600171345;27.882247233298564;500.4035915140894;22.926852658566467;500.4029969654522;43.4196711830574;20.678182835098486;25.764106569438983;139.39139981795407;4.961494465017396;137.263585621712;17.960414949044125;54.46976263939389;22.67437494688341;68.63200896801789;22.77428490256628;24.312992077756544;31.77043616919402;343.1611243495412;26.31517189047983;15.843022818566979;21.10779666223684;328.6574016315132;19.695229152652153;131.46272308842228;6.516174423952149;20.579413144294563;8.695765395787065;38.57954716548693;36.49170917819572;27.04901212048228
7;2.9222190410714513;19.200673091240812;14.543692906285969;26.15853760422615;18.727358415935193;18.066958626532102;2.1277337315969107;2.0720310396914816;22.945478734118343;21.469640539723752;6.73741112299447;35.06775017495238;15.214625602056856;14.066772734224543;21.957567058554645;17.426980655002676;11.187438296218211;3.207017133504371;10.075746293353369;2.9045709576625867;22.807305780997655;1.6879548074669393;35.34241426336716;9.122845616166252;2.432759682314479;712.902009593625;40.69358610868859;712.9014132205954;1.7567324170669725;23.466881902858955;27.452777869499624;60.452308309683325;21.9240511751439;16.73264436440234;15.659303001526087;576.3282678452686;45.644261166527905;19.969367703440522;3.2561975070634706;27.47952297506689;17.10620327144475;576.3287595353273;3.5465680762006553;547.9561370204055;32.18309839754202;86.97725066665308;16.054701330602896;17.428012121430697;12.42649868654526;15.94821644132065;27.855071770668655;488.7761386174276;24.162997588995157;488.7755438205529;45.154392316293055;19.923338020299255;26.07569522713148;132.75758648263692;4.461769114747221;128.9961671974474;19.4456515280824;51.18904107450406;21.935804774114544;64.49829980229053;23.06256290706412;24.80553056752327;30.035375686743627;322.4925786034498;26.83154417399527;16.454004771350135;19.284603302146376;311.8334777183679;17.551935498789348;124.73315357910941;6.971261071481598;19.485818495372637;9.22750437384914;37.28983269306788;37.042587047362666;25.39247401952336
8;2.738675777056846;32.36754443833059;14.463762014289028;32.367424990463014;18.32691328565992;30.665316228456273;2.128753164811707;2.990087886717719;21.561210555793377;20.695624466199757;6.354711201916084;34.26332295328886;14.177075585536212;13.91849275695773;21.146048724543085;29.901312445431156;12.400056609061936;3.0381404227045743;10.23793974386124;4.983626155065359;21.197287290696675;1.6939241324352219;22.970575743764467;9.381799808194145;2.6731735514943877;595.6667767123075;41.292690543251446;595.666185094538;3.1446751477708244;22.666809464473047;25.28531118335827;55.62239945298811;20.771375303386215;17.581436695419807;15.156026554828445;529.6526129393568;43.47454624995322;17.975077332809132;3.2716561881733455;25.45867400600752;13.997029146441205;529.6531087306113;3.2720801327182754;502.90978287099415;27.934619280107846;79.82703587066274;14.951298310801924;16.319866846996852;17.29072295224506;14.723407031001253;27.519661819203133;457.369347070602;22.224214146757106;457.3687537443961;37.44332893251518;19.12410505838483;25.164115871908294;126.88603920569241;3.2550965603916016;125.65048051246308;16.971918945702637;49.861387735923344;19.70016424637661;62.82545673608215;22.05635284786617;23.502619399787456;30.316721073677883;314.12836468173055;24.588007332436817;15.601546002215189;19.432843936715464;299.8883248306595;14.822681170551865;119.95509213224436;6.654634285227612;19.279857706476296;8.762604654965987;35.897457986147344;36.20115977595459;23.164185465808266
9;2.619506395295686;33.32532972000613;13.89402919303477;33.32521007866898;17.216884078809464;32.2417541085712;2.1266765527893092;3.1207735568948123;19.884344694755328;20.067062666730884;6.754695107804961;34.922970109767434;14.564586341824414;14.516395634047946;20.244659239070327;31.208169930105555;11.180800311524404;3.2300993094003334;11.128350770407746;5.2014358610005145;19.605378457077986;1.799265970656763;25.672237818520372;6.569548433511319;2.6013380826629313;544.5978528439929;37.533469185024906;544.5972580472989;1.7605227144368498;21.91027944997064;25.19967873827292;53.10940023361449;19.65813166285374;16.7769892766921;14.638028485415418;505.1590504277775;41.24080655144782;17.10015713505752;3.24336332183523;21.34853546519659;13.927114506894261;505.15954594102624;3.2617236877896283;482.012146468669;26.77652211339939;76.50995080416865;15.031063584583446;15.424711112479429;16.725396899631573;13.928130466940525;27.87721886788929;429.61138419318877;19.234531284875104;429.61078957967607;30.921088755078795;18.388430808356375;24.00936452098483;122.41238299462273;3.2449558521383177;118.80719278921758;16.93710665401545;47.145797452946795;18.604237672242853;59.403813095515325;21.614401327379838;21.87459440180372;33.21488147214281;297.0201476827037;24.20228781055837;15.83959146745345;20.1581374394382;286.7555238464897;15.509204414532157;114.70197143279846;5.742650606212126;18.11846995746279;8.067067163207255;35.47803102213622;36.465119222437664;22.443255006080147
